Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-01-01,23528.212890625,23528.212890625,23528.212890625,23528.212890625,20479.646484375,0,0.0,0.0
2020-01-02,23528.212890625,23528.212890625,23528.212890625,23528.212890625,20479.646484375,0,0.0,0.0
2020-01-03,23417.056640625,23528.212890625,23417.056640625,23417.056640625,20382.890625,16498,0.0,0.0
2020-01-06,23417.056640625,23417.056640625,23417.056640625,23417.056640625,20382.890625,0,0.0,0.0
2020-01-07,23213.267578125,23435.58203125,23213.267578125,23213.267578125,20205.5078125,11458,0.0,0.0
2020-01-08,23176.216796875,23417.056640625,23139.1640625,23176.216796875,20173.2578125,393360,0.0,0.0
2020-01-09,23176.216796875,23194.7421875,23120.63671875,23176.216796875,20217.75,48828,51.0,0.0
2020-01-10,23287.373046875,23361.478515625,23157.689453125,23287.373046875,20314.716796875,347496,0.0,0.0
2020-01-13,23083.5859375,23194.7421875,23065.05859375,23083.5859375,20136.951171875,82499,0.0,0.0
2020-01-14,23102.111328125,23250.3203125,23065.05859375,23102.111328125,20153.1015625,661543,0.0,0.0
2020-01-15,23213.267578125,23287.373046875,23102.111328125,23213.267578125,20250.068359375,372125,0.0,0.0
2020-01-16,23157.689453125,23342.951171875,23065.05859375,23157.689453125,20201.5859375,25625,0.0,0.0
2020-01-17,23157.689453125,23342.951171875,23065.05859375,23157.689453125,20201.5859375,25625,0.0,0.0
2020-01-20,23435.58203125,23509.6875,23157.689453125,23435.58203125,20444.0078125,10537,0.0,0.0
2020-01-21,23398.529296875,23435.58203125,23324.42578125,23398.529296875,20411.681640625,158242,0.0,0.0
2020-01-22,23454.109375,23732.0,23380.00390625,23454.109375,20460.162109375,7254,0.0,0.0
2020-01-23,23509.6875,23583.791015625,23342.951171875,23509.6875,20508.65625,45047,0.0,0.0
2020-01-24,23361.478515625,23380.00390625,23268.84765625,23361.478515625,20379.359375,59743,0.0,0.0
2020-01-27,23083.5859375,23342.951171875,23065.05859375,23083.5859375,20136.951171875,64001,0.0,0.0
2020-01-28,23157.689453125,23176.216796875,23083.5859375,23157.689453125,20201.5859375,56592,0.0,0.0
2020-01-29,23231.794921875,23287.373046875,23157.689453125,23231.794921875,20266.234375,49153,0.0,0.0
2020-01-30,23120.63671875,23176.216796875,23028.0078125,23120.63671875,20169.263671875,75263,0.0,0.0
2020-01-31,22935.376953125,23139.1640625,22935.376953125,22935.376953125,20007.65625,333386,0.0,0.0
2020-02-03,23213.267578125,23213.267578125,22953.90234375,23213.267578125,20250.068359375,35954,0.0,0.0
2020-02-04,23157.689453125,23231.794921875,23120.63671875,23157.689453125,20201.5859375,122202,0.0,0.0
2020-02-05,23157.689453125,23342.951171875,23157.689453125,23157.689453125,20201.5859375,176569,0.0,0.0
2020-02-06,23231.794921875,23287.373046875,23157.689453125,23231.794921875,20266.234375,40365,0.0,0.0
2020-02-07,23491.16015625,23491.16015625,23231.794921875,23491.16015625,20492.486328125,132594,0.0,0.0
2020-02-10,22990.955078125,23491.16015625,22990.955078125,22990.955078125,20056.130859375,165880,0.0,0.0
2020-02-11,23065.05859375,23231.794921875,22824.21875,23065.05859375,20165.51953125,196416,51.0,0.0
2020-02-12,23231.794921875,23342.951171875,23157.689453125,23231.794921875,20311.2890625,42342,0.0,0.0
2020-02-13,23231.794921875,23305.8984375,23102.111328125,23231.794921875,20311.2890625,32247,0.0,0.0
2020-02-14,23435.58203125,23435.58203125,23176.216796875,23435.58203125,20489.453125,34091,0.0,0.0
2020-02-17,23342.951171875,23435.58203125,23120.63671875,23342.951171875,20408.48046875,70642,0.0,0.0
2020-02-18,23250.3203125,23472.634765625,23250.3203125,23250.3203125,20327.48046875,204097,0.0,0.0
2020-02-19,23268.84765625,23398.529296875,23250.3203125,23268.84765625,20343.6875,44039,0.0,0.0
2020-02-20,23250.3203125,23417.056640625,23213.267578125,23250.3203125,20327.48046875,63705,0.0,0.0
2020-02-21,23398.529296875,23398.529296875,23139.1640625,23398.529296875,20457.056640625,191682,0.0,0.0
2020-02-24,23435.58203125,23620.84375,22676.009765625,23435.58203125,20489.453125,194342,0.0,0.0
2020-02-25,23213.267578125,23417.056640625,23065.05859375,23213.267578125,20295.09375,166892,0.0,0.0
2020-02-26,23139.1640625,23176.216796875,22879.796875,23139.1640625,20230.3046875,67480,0.0,0.0
2020-02-27,21953.490234375,23139.1640625,21953.490234375,21953.490234375,19193.68359375,432076,0.0,0.0
2020-02-28,21694.123046875,21916.4375,21064.234375,21694.123046875,18966.921875,247559,0.0,0.0
2020-03-02,22694.537109375,22713.0625,21786.75390625,22694.537109375,19841.56640625,150968,0.0,0.0
2020-03-03,21675.59765625,22694.537109375,21323.6015625,21675.59765625,18950.724609375,79849,0.0,0.0
2020-03-04,22046.12109375,22194.330078125,21675.59765625,22046.12109375,19274.666015625,143869,0.0,0.0
2020-03-05,22212.85546875,22212.85546875,21657.072265625,22212.85546875,19420.439453125,129024,0.0,0.0
2020-03-06,21897.912109375,22138.751953125,21675.59765625,21897.912109375,19145.087890625,47016,0.0,0.0
2020-03-09,21119.8125,21675.59765625,20990.130859375,21119.8125,18464.806640625,79305,0.0,0.0
2020-03-10,21119.8125,21119.8125,20786.341796875,21119.8125,18509.501953125,124306,51.0,0.0
2020-03-11,20378.767578125,20841.921875,20378.767578125,20378.767578125,17860.05078125,71104,0.0,0.0
2020-03-12,18989.306640625,19452.458984375,18507.625,18989.306640625,16642.318359375,47881,0.0,0.0
2020-03-13,18989.306640625,19452.458984375,18507.625,18989.306640625,16642.318359375,47881,0.0,0.0
2020-03-16,17599.84375,18970.779296875,17599.84375,17599.84375,15424.5810546875,82374,0.0,0.0
2020-03-17,17599.84375,17692.474609375,17488.6875,17599.84375,15424.5810546875,91495,0.0,0.0
2020-03-18,15839.8603515625,17377.53125,15839.8603515625,15839.8603515625,13882.1279296875,103364,0.0,0.0
2020-03-19,15839.8603515625,16006.595703125,15710.1767578125,15839.8603515625,13882.1279296875,74427,0.0,0.0
