Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-01-01,8000.0,8000.0,8000.0,8000.0,4753.7890625,0,0.0,0.0
2020-01-02,8000.0,8000.0,8000.0,8000.0,4753.7890625,0,0.0,0.0
2020-01-03,8240.0,8240.0,7800.0,8240.0,4896.40234375,10243,0.0,0.0
2020-01-06,8240.0,8240.0,8240.0,8240.0,4896.40234375,0,0.0,0.0
2020-01-07,8240.0,8240.0,8240.0,8240.0,4896.40234375,0,0.0,0.0
2020-01-08,8240.0,8240.0,8240.0,8240.0,4896.40234375,0,0.0,0.0
2020-01-09,8000.0,8080.0,8000.0,8000.0,4753.7890625,13142,0.0,0.0
2020-01-10,7970.0,8000.0,7970.0,7970.0,4735.9619140625,25769,0.0,0.0
2020-01-13,7970.0,7970.0,7970.0,7970.0,4735.9619140625,0,0.0,0.0
2020-01-14,7700.0,7800.0,7700.0,7700.0,4575.5224609375,11438,0.0,0.0
2020-01-15,7700.0,7700.0,7700.0,7700.0,4586.83984375,218,19.0,0.0
2020-01-16,7000.0,7700.0,7000.0,7000.0,4169.8564453125,9201,0.0,0.0
2020-01-17,7000.0,7700.0,7000.0,7000.0,4169.8564453125,9201,0.0,0.0
2020-01-20,7000.0,7000.0,7000.0,7000.0,4169.8564453125,0,0.0,0.0
2020-01-21,7390.0,7390.0,7390.0,7390.0,4402.17529296875,5000,0.0,0.0
2020-01-22,7310.0,7310.0,7310.0,7310.0,4354.52001953125,3640,0.0,0.0
2020-01-23,7440.0,7440.0,7350.0,7440.0,4431.95947265625,49994,0.0,0.0
2020-01-24,7350.0,7350.0,7350.0,7350.0,4378.3466796875,1598,0.0,0.0
2020-01-27,7350.0,7380.0,7350.0,7350.0,4378.3466796875,33391,0.0,0.0
2020-01-28,7680.0,7700.0,7300.0,7680.0,4574.92626953125,108896,0.0,0.0
2020-01-29,7680.0,7680.0,7340.0,7680.0,4574.92626953125,83731,0.0,0.0
2020-01-30,7340.0,7410.0,7310.0,7340.0,4372.39013671875,104281,0.0,0.0
2020-01-31,7400.0,7400.0,7200.0,7400.0,4408.13134765625,198328,0.0,0.0
2020-02-03,7400.0,7400.0,7300.0,7400.0,4408.13134765625,49468,0.0,0.0
2020-02-04,7800.0,7800.0,7800.0,7800.0,4646.40966796875,5301,0.0,0.0
2020-02-05,7700.0,7800.0,7700.0,7700.0,4586.83984375,108110,0.0,0.0
2020-02-06,7790.0,7790.0,7700.0,7790.0,4640.4541015625,48545,0.0,0.0
2020-02-07,7500.0,7500.0,7500.0,7500.0,4467.701171875,7400,0.0,0.0
2020-02-10,7780.0,7780.0,7780.0,7780.0,4634.49658203125,4840,0.0,0.0
2020-02-11,7800.0,7800.0,7700.0,7800.0,4646.40966796875,274814,0.0,0.0
2020-02-12,7800.0,7800.0,7700.0,7800.0,4646.40966796875,4400,0.0,0.0
2020-02-13,7800.0,7800.0,7800.0,7800.0,4646.40966796875,6358,0.0,0.0
2020-02-14,7990.0,8000.0,7980.0,7990.0,4759.59130859375,51300,0.0,0.0
2020-02-17,8000.0,8000.0,8000.0,8000.0,4776.90625,1000,19.0,0.0
2020-02-18,8000.0,8000.0,8000.0,8000.0,4776.90625,8516,0.0,0.0
2020-02-19,7990.0,8000.0,7990.0,7990.0,4770.93701171875,6210,0.0,0.0
2020-02-20,7860.0,7990.0,7860.0,7860.0,4693.31201171875,6423,0.0,0.0
2020-02-21,8000.0,8000.0,7990.0,8000.0,4776.90625,13355,0.0,0.0
2020-02-24,8000.0,8010.0,8000.0,8000.0,4776.90625,46083,0.0,0.0
2020-02-25,8000.0,8000.0,8000.0,8000.0,4776.90625,26210,0.0,0.0
2020-02-26,7850.0,7850.0,7850.0,7850.0,4687.3408203125,2030,0.0,0.0
2020-02-27,8180.0,8240.0,8180.0,8180.0,4884.388671875,36990,0.0,0.0
2020-02-28,8150.0,8150.0,8150.0,8150.0,4866.474609375,882,0.0,0.0
2020-03-02,7800.0,7800.0,7800.0,7800.0,4657.48486328125,1000,0.0,0.0
2020-03-03,8090.0,8090.0,8000.0,8090.0,4830.64794921875,8050,0.0,0.0
2020-03-04,8090.0,8090.0,8000.0,8090.0,4830.64794921875,8050,0.0,0.0
2020-03-05,8100.0,8100.0,8100.0,8100.0,4836.6181640625,12020,0.0,0.0
2020-03-06,8100.0,8100.0,7990.0,8100.0,4836.6181640625,3430,0.0,0.0
2020-03-09,7820.0,7900.0,7820.0,7820.0,4669.42626953125,14650,0.0,0.0
2020-03-10,7840.0,7840.0,7700.0,7840.0,4681.36865234375,11620,0.0,0.0
2020-03-11,7850.0,7850.0,7850.0,7850.0,4687.3408203125,7400,0.0,0.0
2020-03-12,7070.0,7850.0,7070.0,7070.0,4221.5908203125,6660,0.0,0.0
2020-03-13,7070.0,7850.0,7070.0,7070.0,4221.5908203125,6660,0.0,0.0
2020-03-16,7000.0,7000.0,7000.0,7000.0,4179.79541015625,15950,0.0,0.0
2020-03-17,7000.0,7000.0,7000.0,7000.0,4191.1708984375,15950,19.0,0.0
2020-03-18,7000.0,7000.0,7000.0,7000.0,4191.1708984375,1190,0.0,0.0
2020-03-19,7000.0,7000.0,7000.0,7000.0,4191.1708984375,1190,0.0,0.0
2020-03-20,7000.0,7000.0,6890.0,7000.0,4191.1708984375,73671,0.0,0.0
2020-03-23,7000.0,7000.0,7000.0,7000.0,4191.1708984375,0,0.0,0.0
2020-03-24,7000.0,7000.0,6980.0,7000.0,4191.1708984375,21070,0.0,0.0
2020-03-25,6990.0,6990.0,6800.0,6990.0,4185.18408203125,33490,0.0,0.0
2020-03-26,6990.0,6990.0,6800.0,6990.0,4185.18408203125,33490,0.0,0.0
2020-03-27,7000.0,7000.0,7000.0,7000.0,4191.1708984375,6684,0.0,0.0
