empresa,fecha,precio,es_imputado_kalman,rendimiento_simple,rendimiento_log,retorno_depende_imputacion,precio_original
Nutresa,2021-02-17,19843.525390625,False,0.01409062938710215,0.01399227926879668,False,21999.8046875
Promigas,2021-02-17,4857.73974609375,False,-0.01217963968164637,-0.01225441930593726,False,7705.0
Banco Davivienda PF,2021-02-18,28260.84765625,False,-0.009174288054032975,-0.00921663101130943,False,32400.0
Banco de Bogota,2021-02-18,53635.83984375,False,-0.015846133181688038,-0.015973025436400556,False,76230.625
Celsia,2021-02-18,3233.992431640625,False,-0.001056299790957116,-0.001056858068755077,False,4730.0
ETB,2021-02-18,238.6999969482422,False,0.020085457043770072,0.019886405202173798,False,238.6999969482422
Ecopetrol,2021-02-18,1061.2589111328125,False,-0.020000092433328787,-0.020202801637247147,False,2156.0
Grupo Bolivar,2021-02-18,50981.4765625,False,-0.006153789920400943,-0.006172802525442628,False,64600.0
Mineros SA,2021-02-18,4079.4912109375,False,0.0074073663214671015,0.0073800665137839245,False,4080.0
Nutresa,2021-02-18,19759.96875,False,-0.004210776007799288,-0.004219666290529662,False,21907.173828125
Promigas,2021-02-18,4860.892578125,False,0.0006490327181041255,0.0006488221874588002,False,7710.0
Banco Davivienda PF,2021-02-19,28173.62109375,False,-0.0030864807581491016,-0.0030912537636075613,False,32300.0
Banco de Bogota,2021-02-19,52732.953125,False,-0.016833645588104074,-0.016976941808222384,False,74947.40625
Celsia,2021-02-19,3213.481689453125,False,-0.006342235679597685,-0.006362433099457793,False,4700.0
ETB,2021-02-19,238.0,False,-0.0029325385722311914,-0.002936846888400493,False,238.0
Ecopetrol,2021-02-19,1065.6890869140625,False,0.0041744533165060105,0.004165764458687925,False,2165.0
Grupo Bolivar,2021-02-19,50981.4765625,False,0.0,0.0,False,64600.0
Mineros SA,2021-02-19,4104.48779296875,False,0.0061273773465260195,0.0061086813028925074,False,4105.0
Nutresa,2021-02-19,20010.626953125,False,0.012685151798380145,0.012605369254321833,False,22185.06640625
Promigas,2021-02-19,4857.73974609375,False,-0.000648611747858463,-0.0006488221874588444,False,7705.0
Banco Davivienda PF,2021-02-22,28060.232421875,False,-0.00402463962646793,-0.0040327602843336485,False,32170.0
Banco de Bogota,2021-02-22,53001.19921875,False,0.005086877898041076,0.0050739834445201,False,75328.6484375
Celsia,2021-02-22,3203.908935546875,False,-0.002978935258186932,-0.0029833811173027936,False,4686.0
ETB,2021-02-22,238.0,False,0.0,0.0,False,238.0
Ecopetrol,2021-02-22,1099.1612548828125,False,0.0314089431709168,0.030925773501644476,False,2233.0
Grupo Bolivar,2021-02-22,50981.4765625,False,0.0,0.0,False,64600.0
Mineros SA,2021-02-22,4054.49462890625,False,-0.012180122486450395,-0.012254908063753364,False,4055.0
Nutresa,2021-02-22,19885.3046875,False,-0.006262785564818518,-0.0062824790735386575,False,22046.12109375
Promigas,2021-02-22,4835.67333984375,False,-0.004542525413747001,-0.004552874033451709,False,7670.0
Banco Davivienda PF,2021-02-23,28330.626953125,False,0.009636218516821948,0.009590086286570456,False,32480.0
Banco de Bogota,2021-02-23,54483.35546875,False,0.027964579516073673,0.02758071071569754,False,77114.0
Celsia,2021-02-23,3213.481689453125,False,0.0029878358276795858,0.002983381117302698,False,4700.0
ETB,2021-02-23,235.0,False,-0.012605042016806678,-0.012685159527315687,False,235.0
Ecopetrol,2021-02-23,1127.7108154296875,False,0.025973950974025994,0.02564235751206917,False,2291.0
Grupo Bolivar,2021-02-23,50515.8515625,False,-0.00913321918852572,-0.009175182738519146,False,64010.0
Mineros SA,2021-02-23,4089.489501953125,False,0.008631130695643696,0.008594095438621087,False,4090.0
Nutresa,2021-02-23,19801.751953125,False,-0.0042017326708361225,-0.0042105847543153245,False,21953.490234375
Promigas,2021-02-23,4791.54052734375,False,-0.009126508223036067,-0.009168409938286435,False,7600.0
Banco Davivienda PF,2021-02-24,28444.01953125,False,0.004002473306101484,0.003994484718795474,False,32610.0
Banco de Bogota,2021-02-24,53208.82421875,False,-0.02339303882873056,-0.023670999414314973,False,75310.0546875
Celsia,2021-02-24,3281.853759765625,False,0.02127663292338089,0.021053445601975466,False,4800.0
ETB,2021-02-24,235.0,False,0.0,0.0,False,235.0
Ecopetrol,2021-02-24,1136.571044921875,False,0.007856827628997642,0.007826123478753663,False,2309.0
Grupo Bolivar,2021-02-24,51297.1484375,False,0.015466370472511093,0.015347985263961883,False,65000.0
Mineros SA,2021-02-24,4089.489501953125,False,0.0,0.0,False,4090.0
Nutresa,2021-02-24,19718.201171875,False,-0.004219363087053285,-0.004228289718130788,False,21860.859375
Promigas,2021-02-24,4917.634765625,False,0.026316012055344506,0.02597570327767538,False,7800.0
Banco Davivienda PF,2021-02-25,27650.2734375,False,-0.02790555297144104,-0.028302311517320673,False,31700.0
Banco de Bogota,2021-02-25,52696.3671875,False,-0.009631053472318962,-0.009677732018648898,False,74584.7578125
Celsia,2021-02-25,3268.178955078125,False,-0.004166792821529208,-0.004175498093195815,False,4780.0
ETB,2021-02-25,231.0,False,-0.017021276595744705,-0.017167803622365446,False,231.0
Ecopetrol,2021-02-25,1122.2960205078125,False,-0.012559729088509108,-0.01263926918908136,False,2280.0
Grupo Bolivar,2021-02-25,50507.95703125,False,-0.015384703249373466,-0.015504275773614162,False,64000.0
Mineros SA,2021-02-25,4094.489501953125,False,0.001222646493556745,0.0012218996700047913,False,4095.0
Nutresa,2021-02-25,19626.29296875,False,-0.0046610845646555266,-0.004671981292881089,False,21758.96484375
Promigas,2021-02-25,4964.91943359375,False,0.009615327331601975,0.009569394277926292,False,7875.0
Banco Davivienda PF,2021-02-26,27467.1015625,False,-0.006624595428108004,-0.006646635451820401,False,31490.0
Banco de Bogota,2021-02-26,51908.01171875,False,-0.014960338080705626,-0.01507337271278501,False,73468.9140625
Celsia,2021-02-26,3214.16552734375,False,-0.016527071643506086,-0.016665167351393916,False,4701.0
ETB,2021-02-26,226.0,False,-0.02164502164502169,-0.02188271124950771,False,226.0
Ecopetrol,2021-02-26,1107.5291748046875,False,-0.013157710116840082,-0.013245039668436088,False,2250.0
Grupo Bolivar,2021-02-26,50350.12890625,False,-0.003124817044220407,-0.003129709479635819,False,63800.0
Mineros SA,2021-02-26,4069.49267578125,False,-0.006104992126601205,-0.0061237037862618875,False,4070.0
Nutresa,2021-02-26,19793.39453125,False,0.00851416835395602,0.00847812725142717,False,21944.2265625
Promigas,2021-02-26,4854.58740234375,False,-0.022222320568480725,-0.022472956433464395,False,7700.0
Banco Davivienda PF,2021-03-01,27903.22265625,False,0.01587794375601037,0.015753207841196375,False,31990.0
Banco de Bogota,2021-03-01,51947.40625,False,0.00075892969014979,0.0007586418486376008,False,73524.703125
Celsia,2021-03-01,3240.82958984375,False,0.008295796303321001,0.00826157531513653,False,4740.0
ETB,2021-03-01,230.0,False,0.017699115044247815,0.017544309650909525,False,230.0
Ecopetrol,2021-03-01,1105.5601806640625,False,-0.0017778259800445007,-0.0017794081881907476,False,2246.0
Grupo Bolivar,2021-03-01,50350.12890625,False,0.0,0.0,False,63800.0
Mineros SA,2021-03-01,4114.48779296875,False,0.011056689561153243,0.01099601122710049,False,4115.0
Nutresa,2021-03-01,19701.48828125,False,-0.004643278840064435,-0.0046540923456565705,False,21842.333984375
Promigas,2021-03-01,4879.80517578125,False,0.005194627544521158,0.005181182009787251,False,7740.0
Banco Davivienda PF,2021-03-02,27885.78125,False,-0.0006250678090078399,-0.0006252632453356505,False,31970.0
Banco de Bogota,2021-03-02,51901.421875,False,-0.0008852102216364566,-0.0008856022515743813,False,73459.6171875
Celsia,2021-03-02,3220.319091796875,False,-0.006328780171333759,-0.006348891800184796,False,4710.0
ETB,2021-03-02,230.0,False,0.0,0.0,False,230.0
Ecopetrol,2021-03-02,1105.0677490234375,False,-0.00044541369093920036,-0.00044551291708278754,False,2245.0
Grupo Bolivar,2021-03-02,50350.12890625,False,0.0,0.0,False,63800.0
Mineros SA,2021-03-02,4114.48779296875,False,0.0,0.0,False,4115.0
Nutresa,2021-03-02,19551.099609375,False,-0.007633366054793256,-0.007662649308501137,False,21675.59765625
Promigas,2021-03-02,4879.80517578125,False,0.0,0.0,False,7740.0
Banco Davivienda PF,2021-03-03,27667.71875,False,-0.007819845463357789,-0.00785058079008241,False,31720.0
Banco de Bogota,2021-03-03,51921.140625,False,0.00037992697093147676,0.0003798548169547722,False,73487.515625
Celsia,2021-03-03,3183.39794921875,False,-0.011465057196404671,-0.011531287675453618,False,4656.0
ETB,2021-03-03,227.0,False,-0.013043478260869601,-0.013129291441792736,False,227.0
Ecopetrol,2021-03-03,1109.990234375,False,0.004454464765542676,0.004444573001500212,False,2255.0
Grupo Bolivar,2021-03-03,50823.625,False,0.009404069146111471,0.009360126168238959,False,64400.0
Mineros SA,2021-03-03,4119.48779296875,False,0.001215218090704795,0.0012144803108492686,False,4120.0
Nutresa,2021-03-03,19609.583984375,False,0.002991359880953004,0.0029868946664770475,False,21740.439453125
Promigas,2021-03-03,4879.80517578125,False,0.0,0.0,False,7740.0
Banco Davivienda PF,2021-03-04,27615.384765625,False,-0.0018915178677316735,-0.0018933090467080633,False,31660.0
Banco de Bogota,2021-03-04,51921.140625,False,0.0,0.0,False,73487.515625
Celsia,2021-03-04,3206.64501953125,False,0.007302596371341341,0.0072760615183649615,False,4690.0
ETB,2021-03-04,219.0,False,-0.03524229074889873,-0.035878287664901906,False,219.0
Ecopetrol,2021-03-04,1121.8038330078125,False,0.01064297528659286,0.01058673749813989,False,2279.0
Grupo Bolivar,2021-03-04,50507.95703125,False,-0.00621104788865412,-0.006230416688603135,False,64000.0
Mineros SA,2021-03-04,4069.49267578125,False,-0.012136245984957883,-0.012210491537949808,False,4070.0
Nutresa,2021-03-04,19450.83203125,False,-0.008095630853336533,-0.008128578414138152,False,21564.44140625
Promigas,2021-03-04,4823.06494140625,False,-0.011627561415075593,-0.01169569013615241,False,7650.0
Banco Davivienda PF,2021-03-05,28400.408203125,False,0.028427032401054264,0.028030481946134934,False,32560.0
Banco de Bogota,2021-03-05,51467.8125,False,-0.008731089485767618,-0.008769428773202834,False,72845.90625
Celsia,2021-03-05,3160.150634765625,False,-0.014499386268961412,-0.01460552962848191,False,4622.0
ETB,2021-03-05,239.0,False,0.091324200913242,0.08739182211500984,False,239.0
Ecopetrol,2021-03-05,1181.364501953125,False,0.05309365790417808,0.05173217307517787,False,2400.0
Grupo Bolivar,2021-03-05,50507.95703125,False,0.0,0.0,False,64000.0
Mineros SA,2021-03-05,4119.48779296875,False,0.012285343941036198,0.012210491537949897,False,4120.0
Nutresa,2021-03-05,19358.9296875,False,-0.0047248541143303235,-0.004736051522199466,False,21462.546875
Promigas,2021-03-05,4886.11181640625,False,0.013071952330299341,0.012987251698008285,False,7750.0
Banco Davivienda PF,2021-03-08,27737.498046875,False,-0.02334157141364812,-0.023618300569227937,False,31800.0
Banco de Bogota,2021-03-08,52525.5625,False,0.02055167975130079,0.020343343584050877,False,74342.9921875
Celsia,2021-03-08,3212.1142578125,False,0.016443400664262642,0.016309671930299193,False,4698.0
ETB,2021-03-08,230.0,False,-0.03765690376569042,-0.03838424300831534,False,230.0
Ecopetrol,2021-03-08,1155.2760009765625,False,-0.0220833628684719,-0.022330850687115576,False,2347.0
Grupo Bolivar,2021-03-08,50507.95703125,False,0.0,0.0,False,64000.0
Mineros SA,2021-03-08,4138.484375,False,0.004611394179556472,0.004600794275814585,False,4139.0
Nutresa,2021-03-08,19509.318359375,False,0.007768439387023873,0.007738420428512307,False,21629.283203125
Promigas,2021-03-08,4917.634765625,False,0.0064515406939531506,0.006430818583895149,False,7800.0
Banco Davivienda PF,2021-03-09,27475.82421875,False,-0.00943393768546763,-0.009478719141778068,False,31500.0
Banco de Bogota,2021-03-09,52229.92578125,False,-0.005628435083393946,-0.00564433441109364,False,73924.546875
Celsia,2021-03-09,3226.47216796875,False,0.004469925103482542,0.004459964658864856,False,4719.0
ETB,2021-03-09,232.0,False,0.008695652173912993,0.008658062743114531,False,232.0
Ecopetrol,2021-03-09,1151.3380126953125,False,-0.0034086991142560086,-0.0034145219650783066,False,2339.0
Grupo Bolivar,2021-03-09,50598.87890625,False,0.0018001495278010538,0.0017985312005028458,False,64000.0
Mineros SA,2021-03-09,4169.4794921875,False,0.007489485130048434,0.007461578188753928,False,4170.0
Nutresa,2021-03-09,19600.119140625,False,0.004654226230634384,0.004643428809197638,False,21675.59765625
Promigas,2021-03-09,4917.634765625,False,0.0,0.0,False,7800.0
Banco Davivienda PF,2021-03-10,27126.923828125,False,-0.012698450384862503,-0.012779764817562642,False,31100.0
Banco de Bogota,2021-03-10,51362.7109375,False,-0.016603792381059135,-0.016743180408987514,False,72697.125
Celsia,2021-03-10,3226.47216796875,False,0.0,0.0,False,4719.0
ETB,2021-03-10,223.0,False,-0.03879310344827591,-0.03956560020619125,False,223.0
Ecopetrol,2021-03-10,1168.073974609375,False,0.014536097765836198,0.014431461480025295,False,2373.0
Grupo Bolivar,2021-03-10,51152.3046875,False,0.010937510735670397,0.01087812876670237,False,64700.0
Mineros SA,2021-03-10,4159.4814453125,False,-0.002397912471744701,-0.0024007920681235356,False,4160.0
Nutresa,2021-03-10,19683.884765625,False,0.004273730399239284,0.004264623949930024,False,21768.228515625
Promigas,2021-03-10,4917.634765625,False,0.0,0.0,False,7800.0
Banco Davivienda PF,2021-03-11,27214.1484375,False,0.0032154257492538196,0.003210267322613373,False,31200.0
Banco de Bogota,2021-03-11,51362.7109375,False,0.0,0.0,False,72697.125
Celsia,2021-03-11,3281.169677734375,False,0.016952729457468063,0.016810635610039145,False,4799.0
ETB,2021-03-11,218.10000610351562,False,-0.02197306680037836,-0.022218070267594807,False,218.10000610351562
Ecopetrol,2021-03-11,1165.61279296875,False,-0.0021070426138447562,-0.0021092655512311314,False,2368.0
Grupo Bolivar,2021-03-11,51152.3046875,False,0.0,0.0,False,64700.0
Mineros SA,2021-03-11,4149.4833984375,False,-0.0024036762770675013,-0.002406569744459196,False,4150.0
Nutresa,2021-03-11,19767.642578125,False,0.004255146455961256,0.004246118920211302,False,21860.859375
Promigas,2021-03-11,4917.634765625,False,0.0,0.0,False,7800.0
Banco Davivienda PF,2021-03-12,27214.1484375,False,0.0,0.0,False,31200.0
Banco de Bogota,2021-03-12,51822.59375,False,0.008953632004735868,0.008913785909922247,False,73348.03125
Celsia,2021-03-12,3295.52783203125,False,0.004375925571392436,0.0043663790488718025,False,4820.0
ETB,2021-03-12,218.10000610351562,False,0.0,0.0,False,218.10000610351562
Ecopetrol,2021-03-12,1170.5352783203125,False,0.004223087959617455,0.0042141957499252656,False,2378.0
Grupo Bolivar,2021-03-12,51152.3046875,False,0.0,0.0,False,64700.0
Mineros SA,2021-03-12,4159.4814453125,False,0.00240946785779772,0.0024065697444592697,False,4160.0
Nutresa,2021-03-12,19558.23828125,False,-0.010593286278189229,-0.010649794561853684,False,21629.283203125
Promigas,2021-03-12,4917.634765625,False,0.0,0.0,False,7800.0
Banco Davivienda PF,2021-03-15,27153.091796875,False,-0.002243562416263778,-0.0022460829731451052,False,31130.0
Banco de Bogota,2021-03-15,51901.421875,False,0.0015211150059426526,0.001519959282355887,False,73459.6171875
Celsia,2021-03-15,3302.36474609375,False,0.0020746036480250307,0.002072454629604517,False,4830.0
ETB,2021-03-15,221.10000610351562,False,0.013755157799381745,0.013661414276102894,False,221.10000610351562
Ecopetrol,2021-03-15,1220.7431640625,False,0.0428930991419878,0.041998677133961236,False,2480.0
Grupo Bolivar,2021-03-15,50361.703125,False,-0.015455834635994425,-0.015576521204236131,False,63700.0
Mineros SA,2021-03-15,4161.48095703125,False,0.00048071177742681215,0.00048059627253522574,False,4162.0
Nutresa,2021-03-15,19625.251953125,False,0.0034263654482236117,0.0034205088322561074,False,21703.38671875
Promigas,2021-03-15,4917.634765625,False,0.0,0.0,False,7800.0
Banco Davivienda PF,2021-03-16,26987.36328125,False,-0.006103485999486513,-0.006122188408921639,False,30940.0
Banco de Bogota,2021-03-16,52045.97265625,False,0.0027851025275982266,0.00278123131570254,False,73664.1875
Celsia,2021-03-16,3295.52783203125,False,-0.002070308578295932,-0.0020724546296044884,False,4820.0
ETB,2021-03-16,226.0,False,0.022161889467295026,0.021919883803658915,False,226.0
Ecopetrol,2021-03-16,1210.8984375,False,-0.008064535483236157,-0.00809722974417471,False,2460.0
Grupo Bolivar,2021-03-16,50124.51953125,False,-0.004709602317485184,-0.004720727438152378,False,63400.0
Mineros SA,2021-03-16,4134.484375,False,-0.006487253530653936,-0.006508387209108963,False,4135.0
Nutresa,2021-03-16,19533.1171875,False,-0.00469470485500334,-0.004705759594570881,False,21601.494140625
Promigas,2021-03-16,4803.8583984375,False,-0.023136400446575167,-0.02340824819728442,False,7600.0
Banco Davivienda PF,2021-03-17,26847.806640625,False,-0.005171184719700239,-0.005184601569395782,False,30780.0
Banco de Bogota,2021-03-17,52045.97265625,False,0.0,0.0,False,73664.1875
Celsia,2021-03-17,3289.374755859375,False,-0.001867098833780001,-0.001868844035455224,False,4811.0
ETB,2021-03-17,223.5,False,-0.011061946902654829,-0.011123585218662316,False,223.5
Ecopetrol,2021-03-17,1209.4217529296875,False,-0.0012194949837091018,-0.0012202391728015163,False,2457.0
Grupo Bolivar,2021-03-17,50124.51953125,False,0.0,0.0,False,63400.0
Mineros SA,2021-03-17,4199.47607421875,False,0.01571942068803933,0.015597150276772291,False,4200.0
Nutresa,2021-03-17,19600.119140625,False,0.003430172075549631,0.0034243024540271194,False,21675.59765625
Promigas,2021-03-17,4803.8583984375,False,0.0,0.0,False,7600.0
Banco Davivienda PF,2021-03-18,26167.44921875,False,-0.025341266457331812,-0.025667886133809947,False,30000.0
Banco de Bogota,2021-03-18,51901.421875,False,-0.002777367274980569,-0.002781231315702499,False,73459.6171875
Celsia,2021-03-18,3279.118408203125,False,-0.0031180234596196454,-0.003122894623003525,False,4796.0
ETB,2021-03-18,218.0,False,-0.02460850111856827,-0.024916351264534554,False,218.0
Ecopetrol,2021-03-18,1156.7525634765625,False,-0.04354906741634157,-0.044525790336996586,False,2350.0
Grupo Bolivar,2021-03-18,50195.66796875,False,0.001419433805358361,0.0014184273614688816,False,63490.0
Mineros SA,2021-03-18,4169.4794921875,False,-0.0071429343806489465,-0.007168567272074938,False,4170.0
Nutresa,2021-03-18,19348.8359375,False,-0.012820493657314969,-0.012903385423837524,False,21397.705078125
Promigas,2021-03-18,4740.650390625,False,-0.013157758320490709,-0.01324508851479411,False,7500.0
Banco Davivienda PF,2021-03-19,25818.55078125,False,-0.01333329949676565,-0.013422986038322676,False,29600.0
Banco de Bogota,2021-03-19,51507.22265625,False,-0.007595152589449206,-0.007624142643418797,False,72901.6953125
Celsia,2021-03-19,3268.178955078125,False,-0.0033360957925866463,-0.0033416729676032666,False,4780.0
ETB,2021-03-19,215.0,False,-0.013761467889908285,-0.013857034661426241,False,215.0
Ecopetrol,2021-03-19,1166.597412109375,False,0.00851076448296273,0.008474752111201703,False,2370.0
Grupo Bolivar,2021-03-19,49887.32421875,False,-0.0061428358756370205,-0.006161780715140152,False,63100.0
Mineros SA,2021-03-19,4184.4775390625,False,0.0035971029245023267,0.003590648822526393,False,4185.0
Nutresa,2021-03-19,20797.900390625,False,0.0748915571875084,0.07221977945631992,False,23000.216796875
Promigas,2021-03-19,4614.232421875,False,-0.026666798505116773,-0.027028807838390925,False,7300.0
Banco Davivienda PF,2021-03-22,25818.55078125,False,0.0,0.0,False,29600.0
Banco de Bogota,2021-03-22,51507.22265625,False,0.0,0.0,False,72901.6953125
Celsia,2021-03-22,3268.178955078125,False,0.0,0.0,False,4780.0
ETB,2021-03-22,215.0,False,0.0,0.0,False,215.0
Ecopetrol,2021-03-22,1166.597412109375,False,0.0,0.0,False,2370.0
Grupo Bolivar,2021-03-22,49887.32421875,False,0.0,0.0,False,63100.0
Mineros SA,2021-03-22,4184.4775390625,False,0.0,0.0,False,4185.0
Nutresa,2021-03-22,20797.900390625,False,0.0,0.0,False,23000.216796875
Promigas,2021-03-22,4614.232421875,False,0.0,0.0,False,7300.0
Banco Davivienda PF,2021-03-23,26001.724609375,False,0.007094659559979011,0.007069610867691543,False,29810.0
Banco de Bogota,2021-03-23,51507.22265625,False,0.0,0.0,False,72901.6953125
Celsia,2021-03-23,3269.546142578125,False,0.0004183331203071461,0.00041824564340284704,False,4782.0
ETB,2021-03-23,211.10000610351562,False,-0.01813950649527618,-0.018306044360476774,False,211.10000610351562
Ecopetrol,2021-03-23,1122.7884521484375,False,-0.03755276628097837,-0.03827603643309196,False,2281.0
Grupo Bolivar,2021-03-23,49887.32421875,False,0.0,0.0,False,63100.0
Mineros SA,2021-03-23,4154.48291015625,False,-0.00716807023726318,-0.007193884284632324,False,4155.0
Nutresa,2021-03-23,19709.009765625,False,-0.05235579575575022,-0.05377615915292237,False,21796.017578125
Promigas,2021-03-23,4797.5380859375,False,0.03972614452481649,0.03895735590551356,False,7590.0
Banco Davivienda PF,2021-03-24,26411.681640625,False,0.015766532313098436,0.015643531719871075,False,30280.0
Banco de Bogota,2021-03-24,51507.22265625,False,0.0,0.0,False,72901.6953125
Celsia,2021-03-24,3229.207275390625,False,-0.012337757422102524,-0.012414499420600881,False,4723.0
ETB,2021-03-24,217.89999389648438,False,0.03221216293870821,0.031704230172760715,False,217.89999389648438
Ecopetrol,2021-03-24,1148.384765625,False,0.022797093635568144,0.022541122854369284,False,2333.0
Grupo Bolivar,2021-03-24,50203.57421875,False,0.00633928567932962,0.006319276924156784,False,63500.0
Mineros SA,2021-03-24,4199.47607421875,False,0.010830027475262405,0.010771802734180982,False,4200.0
Nutresa,2021-03-24,19776.013671875,False,0.0033996586863975775,0.003393892910889304,False,21870.123046875
Promigas,2021-03-24,4803.8583984375,False,0.0013174074674937586,0.0013165404476714404,False,7600.0
Banco Davivienda PF,2021-03-25,26629.7421875,False,0.008256215936647937,0.008222319827117472,False,30530.0
Banco de Bogota,2021-03-25,51507.22265625,False,0.0,0.0,False,72901.6953125
Celsia,2021-03-25,3233.992431640625,False,0.0014818362037232191,0.0014807393678762332,False,4730.0
ETB,2021-03-25,217.89999389648438,False,0.0,0.0,False,217.89999389648438
Ecopetrol,2021-03-25,1139.5242919921875,False,-0.007715596634539357,-0.00774551584599035,False,2315.0
Grupo Bolivar,2021-03-25,50203.57421875,False,0.0,0.0,False,63500.0
Mineros SA,2021-03-25,4219.47509765625,False,0.004762266312285268,0.0047509625954046675,False,4220.0
Nutresa,2021-03-25,19600.119140625,False,-0.008894337057430035,-0.008934127790449376,False,21675.59765625
Promigas,2021-03-25,4803.8583984375,False,0.0,0.0,False,7600.0
Banco Davivienda PF,2021-03-26,26551.2421875,False,-0.002947831768226772,-0.0029521851818192194,False,30440.0
Banco de Bogota,2021-03-26,52033.37890625,False,0.010215193576083026,0.01016337110509887,False,73385.2265625
Celsia,2021-03-26,3235.3603515625,False,0.00042298179441968564,0.00042289236283821224,False,4732.0
ETB,2021-03-26,217.89999389648438,False,0.0,0.0,False,217.89999389648438
Ecopetrol,2021-03-26,1157.2449951171875,False,0.01555096565253522,0.015431288521465776,False,2351.0
Grupo Bolivar,2021-03-26,50203.57421875,False,0.0,0.0,False,63500.0
Mineros SA,2021-03-26,4279.46728515625,False,0.014217926664225056,0.014117799892283928,False,4280.0
Nutresa,2021-03-26,19440.97265625,False,-0.008119669234312843,-0.00815281328295083,False,21499.599609375
Promigas,2021-03-26,4803.8583984375,False,0.0,0.0,False,7600.0
Banco Davivienda PF,2021-03-29,26516.34765625,False,-0.0013142334736575556,-0.0013150978358680292,False,30400.0
Banco de Bogota,2021-03-29,52066.33203125,False,0.0006333074209801115,0.0006331069664638007,False,73431.71875
Celsia,2021-03-29,3213.481689453125,False,-0.00676235712006823,-0.0067853254622960175,False,4700.0
ETB,2021-03-29,217.0,False,-0.004130307121127941,-0.004138860399487283,False,217.0
Ecopetrol,2021-03-29,1175.457275390625,False,0.015737618525274444,0.01561506632115258,False,2388.0
Grupo Bolivar,2021-03-29,50203.57421875,False,0.0,0.0,False,63500.0
Mineros SA,2021-03-29,4274.4677734375,False,-0.0011682556228648222,-0.0011689385654178003,False,4275.0
Nutresa,2021-03-29,19440.97265625,False,0.0,0.0,False,21499.599609375
Promigas,2021-03-29,4803.8583984375,False,0.0,0.0,False,7600.0
Banco Davivienda PF,2021-03-30,26307.009765625,False,-0.007894672876475828,-0.00792600079778302,False,30160.0
Banco de Bogota,2021-03-30,52039.96875,False,-0.0005063402821265939,-0.000506468515655607,False,73394.5234375
Celsia,2021-03-30,3233.992431640625,False,0.006382716371099217,0.006362433099457787,False,4730.0
ETB,2021-03-30,221.5,False,0.02073732718894017,0.020525235944730852,False,221.5
Ecopetrol,2021-03-30,1168.073974609375,False,-0.006281215775193916,-0.006301025607789833,False,2373.0
Grupo Bolivar,2021-03-30,51389.49609375,False,0.023622259838166793,0.02334757168502483,False,65000.0
Mineros SA,2021-03-30,4303.462890625,False,0.0067833280596198975,0.006760424805027163,False,4304.0
Nutresa,2021-03-30,19449.3515625,False,0.00043099213183173113,0.0004308992814004596,False,21508.86328125
Promigas,2021-03-30,4740.650390625,False,-0.013157758320490709,-0.01324508851479411,False,7500.0
Banco Davivienda PF,2021-03-31,26036.615234375,False,-0.01027842136597834,-0.010331609110123766,False,29850.0
Banco de Bogota,2021-03-31,51426.7890625,False,-0.01178286040957699,-0.011852828468293488,False,72529.75
Celsia,2021-03-31,3179.97900390625,False,-0.016701779263896932,-0.016842826679914137,False,4651.0
ETB,2021-03-31,221.0,False,-0.0022573363431150906,-0.0022598879674374786,False,221.0
Ecopetrol,2021-03-31,1164.62841796875,False,-0.0029497760548746754,-0.002954135218743634,False,2366.0
Grupo Bolivar,2021-03-31,51389.49609375,False,0.0,0.0,False,65000.0
Mineros SA,2021-03-31,4429.44775390625,False,0.02927522938694449,0.028854893766719028,False,4430.0
Nutresa,2021-03-31,19407.470703125,False,-0.0021533293405909815,-0.0021556510878052116,False,21462.546875
Promigas,2021-03-31,4740.650390625,False,0.0,0.0,False,7500.0
Banco Davivienda PF,2021-04-01,26036.615234375,False,0.0,0.0,False,29850.0
Banco de Bogota,2021-04-01,51426.7890625,False,0.0,0.0,False,72529.75
Celsia,2021-04-01,3179.97900390625,False,0.0,0.0,False,4651.0
ETB,2021-04-01,221.0,False,0.0,0.0,False,221.0
Ecopetrol,2021-04-01,1164.62841796875,False,0.0,0.0,False,2366.0
Grupo Bolivar,2021-04-01,51389.49609375,False,0.0,0.0,False,65000.0
Mineros SA,2021-04-01,4429.44775390625,False,0.0,0.0,False,4430.0
Nutresa,2021-04-01,19407.470703125,False,0.0,0.0,False,21462.546875
Promigas,2021-04-01,4740.650390625,False,0.0,0.0,False,7500.0
Banco Davivienda PF,2021-04-02,26036.615234375,False,0.0,0.0,False,29850.0
Banco de Bogota,2021-04-02,51426.7890625,False,0.0,0.0,False,72529.75
Celsia,2021-04-02,3179.97900390625,False,0.0,0.0,False,4651.0
ETB,2021-04-02,221.0,False,0.0,0.0,False,221.0
Ecopetrol,2021-04-02,1164.62841796875,False,0.0,0.0,False,2366.0
Grupo Bolivar,2021-04-02,51389.49609375,False,0.0,0.0,False,65000.0
Mineros SA,2021-04-02,4429.44775390625,False,0.0,0.0,False,4430.0
Nutresa,2021-04-02,19407.470703125,False,0.0,0.0,False,21462.546875
Promigas,2021-04-02,4740.650390625,False,0.0,0.0,False,7500.0
Banco Davivienda PF,2021-04-05,26272.12109375,False,0.009045179538700987,0.009004516918785333,False,30120.0
Banco de Bogota,2021-04-05,51954.2734375,False,0.010256996102924854,0.010204750072907809,False,73273.640625
Celsia,2021-04-05,3233.30908203125,False,0.01677057554766548,0.016631502185308865,False,4729.0
ETB,2021-04-05,221.0,False,0.0,0.0,False,221.0
