Date,Celsia,Banco de Bogota,Ecopetrol,ETB,Nutresa,Banco Davivienda PF,Promigas,Mineros SA,Grupo Bolivar
2020-01-01,,,,,,,,,
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.018140633168961307,0.04275349882481594,0.019607703495308604,0.0038610038610038533,-0.004724488747831712,-0.014789043935742208,0.029999917828705813,0.024481735437534846,0.025973730402163442
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,-0.0022273055105703765,-0.031313363857613075,-0.005916914633178005,0.0,-0.008702534677904605,0.0044150126202477935,0.0,-0.0015220257644500412,0.0
2020-01-08,-0.0011160957211455713,0.0,-0.010416777715428926,0.0,-0.0015960994546273533,-0.0004395096092504325,0.0,-0.007621966014773052,0.0
2020-01-09,0.0011173427826443039,0.01302352770116122,0.006015114052366766,0.05384615384615388,0.0022055033407857305,-0.01759025691909688,-0.02912613613790105,-0.007680506574862855,0.001292907200344695
2020-01-10,0.007812756080218142,0.020431088536514208,0.016442233268008755,0.0,0.00479612206476987,-0.008504979359069353,-0.0037500924427060767,-0.006192251136256988,0.0
2020-01-13,-0.01218162278849555,-0.03217053029285033,0.0058825881536224145,-0.014598540145985384,-0.008750583469977036,-0.006771959852752807,0.0,0.012461264906555636,0.0
2020-01-14,-0.010089557537388494,0.013482095003214623,-0.004386000409107194,-0.029629629629629672,0.0008020276002633775,0.004545456462741626,-0.03387684614789799,-0.01076923714014677,0.0
2020-01-15,-0.007927602075406215,0.009173835773140793,-0.002936934566178495,0.022900763358778553,0.004811507378865709,0.0013575191201613546,0.0024734624098383673,0.0,0.0
2020-01-16,0.0011414010290649035,0.005681778428169082,0.002945585558222108,-0.011194029850746245,-0.0023941855906157716,0.011748761653705753,-0.09090864574346957,-0.004665655651170386,0.0
2020-01-17,0.010601494672400458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,-0.007981603955368732,-0.02711825457641792,-0.005873789436965593,-0.049056603773584895,0.012000140768650969,0.00937913873147056,0.0,0.003124828633863874,0.0
2020-01-21,0.016091557374728005,0.016259836546459017,-0.007385397906089053,0.051587301587301626,-0.001581205220203219,0.006194795460270575,0.055713871857005826,-0.0031150944973813433,-0.00025262230493128257
2020-01-22,0.013574750432677751,0.012571253060024157,-0.008928805063629697,0.0,0.0023751334948076686,0.0,-0.01082539205415467,0.01093758770508746,-0.025069689411224005
2020-01-23,0.012277064476041266,-0.0124151787067166,-0.004504378965320299,-0.02264150943396226,0.002370173821974797,-0.0017591175092128708,0.017783694363020963,0.0,0.0
2020-01-24,-0.015435457982584833,0.017142881600043847,-0.007541512577196152,-0.007722007722007707,-0.00630450251951542,0.0035241283165750037,-0.012096859932840931,-0.001545550166815901,0.0
2020-01-27,0.0055989111211616205,-0.015056124818909944,-0.0258359686733467,-0.027237354085603127,-0.01189479014842687,-0.010974391897438096,0.0,-0.009288056186197324,0.0
2020-01-28,0.0022272989969254198,0.007556644603312179,-0.004680056836337432,0.0,0.003209759266600054,0.003994520752756969,0.04489813261150455,-0.01718740673435959,0.0
2020-01-29,0.006666708477318872,0.004317914097211162,0.0015672691857133714,0.0040000000000000036,0.0032001664473280123,0.014589020738341008,0.0,0.0015898612296962877,0.01948055456108788
2020-01-30,0.0,-0.00927800017617586,0.001564986563928672,-0.003984063745019917,-0.004784840702554027,0.0021785994654182073,-0.04427090643217124,-0.015873293667559185,0.0
2020-01-31,0.0011037315724815588,0.016446209444064053,-0.006249995229949956,0.03200000000000003,-0.008012559333058555,-0.00043473235112734265,0.008174295938816245,-0.012903021121677627,0.0
