empresa,mae,rmse,mae_relativo,n_ocultados
Celsia,30.120057571998707,39.910370913073834,0.008953015697898825,30
Banco de Bogota,295.7382148097256,440.6791395908932,0.009514782512552248,30
Ecopetrol,21.87541190828022,29.361246455467654,0.014090374860402217,30
ETB,1.7208881207029205,3.496717027763902,0.013835067736668672,30
Nutresa,914.4882562079471,2154.0478518472546,0.014883149907803813,30
Banco Davivienda PF,182.38862933264392,237.86343908373289,0.008109962196919196,30
Promigas,50.74036784961607,66.10046450195291,0.011555301633250241,30
Mineros SA,77.91522451317415,259.00540464134457,0.012393949232707776,30
Grupo Bolivar,639.173653932014,930.368409618142,0.01058760643509938,30
